Affectionate With Family,Good With Young Children,Good With Other Dogs,Shedding Level,Coat Grooming Frequency,Drooling Level,Coat Type,Coat Length,Openness To Strangers,Playfulness Level,Watchdog/Protective Nature,Adaptability Level,Trainability Level,Energy Level,Barking Level,Mental Stimulation Needs,Height_Male,Height_Female,Weight_Male,Weight_Female,Life_Expectancy,Temperament,Group,Breed,URL,min_height_male,max_height_male,min_height_female,max_height_female,min_weight_male,max_weight_male,min_weight_female,max_weight_female,min_expectancy,max_expectancy
3,5,5,3,1,1,N A,N A,1,1,5,3,5,3,3,1,19.5 - 24.5 inches males,19 - 24 inches females,39 - 62 lbs,Info Not Available,11-13 years,"intelligent,friendly,eager to please",Foundation stock service,Segugio Italiano,https://www.akc.org/dog-breeds/segugio-italiano/,49.53,62.230000000000004,48.26,60.96,17.690088,28.122704,0.0,0.0,11.0,13.0
5,5,5,3,3,1,Double,Long,2,5,5,5,5,4,5,4,13-16 inches,Info Not Available,15-25 pounds,Info Not Available,12-14 years,"playful,energetic,bright",Herding group,Shetland Sheepdog,https://www.akc.org/dog-breeds/shetland-sheepdog/,33.02,40.64,0.0,0.0,6.8038799999999995,11.3398,0.0,0.0,12.0,14.0
5,3,3,3,2,1,Double,Short,3,3,5,3,2,3,3,4,14.5-16.5 inches (male),13.5-15.5 inches (female),23 pounds (male),17 pounds (female),13-16 years,"alert,active,attentive",Non-sporting group,Shiba Inu,https://www.akc.org/dog-breeds/shiba-inu/,36.83,41.910000000000004,34.29,39.37,10.432616,10.432616,7.711064,7.711064,13.0,16.0
5,5,5,1,4,1,Double,Long,3,3,3,5,4,3,3,3,9-10.5 inches,Info Not Available,9-16 pounds,Info Not Available,10-18 years,"playful,affectionate,outgoing",Toy group,Shih Tzu,https://www.akc.org/dog-breeds/shih-tzu/,22.86,26.67,0.0,0.0,4.082328,7.257472,0.0,0.0,10.0,18.0
3,3,3,3,3,1,Double,Short,3,3,3,3,3,3,3,3,17-22 inches,Info Not Available,35-55 pounds,Info Not Available,10-12 years,"alert,energetic,enthusiastic",Foundation stock service,Shikoku,https://www.akc.org/dog-breeds/shikoku/,43.18,55.88,0.0,0.0,15.87572,24.94756,0.0,0.0,10.0,12.0
5,5,5,4,2,1,Double,Medium,5,5,1,4,3,5,5,4,21-23.5 inches (male),20-22 inches (female),45-60 pounds (male),35-50 pounds (female),12-14 years,"Loyal,Outgoing,mischievous",Working group,Siberian Husky,https://www.akc.org/dog-breeds/siberian-husky/,53.34,59.69,50.8,55.88,20.41164,27.215519999999998,15.87572,22.6796,12.0,14.0
5,3,3,2,3,1,Silky,Long,4,4,5,4,4,3,4,3,9-10 inches,Info Not Available,around 10 pounds,Info Not Available,13-15 years,"friendly,quick,keenly alert",Toy group,Silky Terrier,https://www.akc.org/dog-breeds/silky-terrier/,22.86,25.4,0.0,0.0,4.53592,4.53592,0.0,0.0,13.0,15.0
5,3,3,3,3,1,Double,Long,3,3,3,3,3,3,3,3,10 inches (male),9.5 inches (female),35-45 pounds (male),slightly lighter (female),12-14 years,"courageous,good-tempered,canny",Terrier group,Skye Terrier,https://www.akc.org/dog-breeds/skye-terrier/,25.4,25.4,24.13,24.13,15.87572,20.41164,0.0,0.0,12.0,14.0
4,3,3,3,1,1,Smooth,Short,2,3,2,3,3,4,2,3,26-29 inches (male),24-27 inches (female),35-50 pounds,Info Not Available,10-15 years,"reserved,graceful,noble",Hound group,Sloughi,https://www.akc.org/dog-breeds/sloughi/,66.04,73.66,60.96,68.58,15.87572,22.6796,0.0,0.0,10.0,15.0
5,3,4,2,1,2,Wiry,Short,3,3,3,3,5,4,3,3,24.5-26.5 in (male),22.5-26 in (female),50-65 lbs,Info Not Available,12-15 years,NA,Foundation stock service,Slovakian Wirehaired Pointer,https://www.akc.org/dog-breeds/slovakian-wirehaired-pointer/,62.230000000000004,67.31,57.15,66.04,22.6796,29.48348,0.0,0.0,12.0,15.0
5,3,3,4,2,3,Double,Medium,2,3,5,3,3,3,1,3,23-27.5 inches,Info Not Available,68-97 pounds,Info Not Available,11-13 years,"alert,courageous,faithful",Foundation stock service,Slovensky Cuvac,https://www.akc.org/dog-breeds/slovensky-cuvac/,58.42,69.85,0.0,0.0,30.844256,43.998424,0.0,0.0,11.0,13.0
5,3,4,3,1,2,Rough,Short,3,3,3,3,4,3,3,3,16-20 inches,Info Not Available,33-44 pounds,Info Not Available,12-13 years,"alert,courageous,determined",Foundation stock service,Slovensky Kopov,https://www.akc.org/dog-breeds/slovensky-kopov/,40.64,50.8,0.0,0.0,14.968536,19.958047999999998,0.0,0.0,12.0,13.0
5,4,3,3,1,2,Double,Medium,3,3,3,3,5,4,1,4,20.5-21 inches,Info Not Available,40-60 pounds,Info Not Available,12-14 years,"intelligent,devoted,self-confident",Miscellaneous class,Small Munsterlander,https://www.akc.org/dog-breeds/small-munsterlander/,52.07,53.34,0.0,0.0,18.14368,27.215519999999998,0.0,0.0,12.0,14.0
5,3,3,3,2,1,Smooth,Short,3,4,5,4,3,4,5,3,15Â½ inches,Info Not Available,18 pounds (male),15-17 (female),12-15 years,"independent,friendly,amusing",Terrier group,Smooth Fox Terrier,https://www.akc.org/dog-breeds/smooth-fox-terrier/,38.1,38.1,0.0,0.0,8.164656,8.164656,6.8038799999999995,7.711064,12.0,15.0
5,5,3,1,4,2,Wavy Silky,Medium,3,3,3,3,3,4,3,3,18-19 inches (male),17-18 inches (female),35-40 pounds (male),30-35 pounds (female),12-14 years,"friendly,happy,deeply devoted",Terrier group,Soft Coated Wheaten Terrier,https://www.akc.org/dog-breeds/soft-coated-wheaten-terrier/,45.72,48.26,43.18,45.72,15.87572,18.14368,13.607759999999999,15.87572,12.0,14.0
5,3,3,3,1,5,Smooth Double,Short,3,2,5,3,3,3,1,3,Minimum 28-35 inches,Info Not Available,140-200 pounds,Info Not Available,10-12 years,"intelligent,affectionate,kind",Foundation stock service,Spanish Mastiff,https://www.akc.org/dog-breeds/spanish-mastiff/,71.12,88.9,0.0,0.0,63.50288,90.7184,0.0,0.0,10.0,12.0
5,4,3,1,4,2,Corded Curly,Medium,3,4,3,3,4,4,3,5,17.5-19.75 inches (male),15.75-18 inches (female),40-49 pounds (male),31-40 pounds (female),12-14 years,"Upbeat,Playful but also work-oriented,Very Active",Herding group,Spanish Water Dog,https://www.akc.org/dog-breeds/spanish-water-dog/,44.45,50.165,40.005,45.72,18.14368,22.226008,14.061352,18.14368,12.0,14.0
5,3,4,3,2,3,Wiry,Medium,3,3,3,3,4,3,2,3,23-27 inches (male),22-25 inches (female),In direct proportion to size and structure of a dog,Info Not Available,10-12 years,"sociable,patient,docile",Sporting group,Spinone Italiano,https://www.akc.org/dog-breeds/spinone-italiano/,58.42,68.58,55.88,63.5,0.0,0.0,0.0,0.0,10.0,12.0
5,5,4,3,1,2,Smooth Double,Short,3,3,3,3,5,4,3,4,19-21 inches,Info Not Available,40-60 pounds,Info Not Available,13-15 years,"intelligent,loving,responsive",Foundation stock service,Stabyhoun,https://www.akc.org/dog-breeds/stabyhoun/,48.26,53.34,0.0,0.0,18.14368,27.215519999999998,0.0,0.0,13.0,15.0
5,5,3,2,2,3,Smooth,Short,4,4,5,5,5,4,3,4,14-16 inches,Info Not Available,28-38 pounds (male),24-34 pounds (female),12-14 years,"clever,brave,tenacious",Terrier group,Staffordshire Bull Terrier,https://www.akc.org/dog-breeds/staffordshire-bull-terrier/,35.56,40.64,0.0,0.0,12.700576,17.236496,10.886208,15.422128,12.0,14.0
5,5,3,1,3,3,Wiry Double,Medium,3,4,5,4,5,3,3,5,18.5-19.5 inches (male),17.5-18.5 inches (female),35-50 pounds (male),30-45 pounds (female),13-16 years,"fearless,smart,spirited",Working group,Standard Schnauzer,https://www.akc.org/dog-breeds/standard-schnauzer/,46.99,49.53,44.45,46.99,15.87572,22.6796,13.607759999999999,20.41164,13.0,16.0
5,3,3,3,3,3,Double,Medium,3,4,3,4,4,3,3,3,13-15 inches,Info Not Available,35-45 pounds,Info Not Available,13-15 years,"friendly,merry,even-tempered",Sporting group,Sussex Spaniel,https://www.akc.org/dog-breeds/sussex-spaniel/,33.02,38.1,0.0,0.0,15.87572,20.41164,0.0,0.0,13.0,15.0
5,3,3,3,2,2,Double,Long,4,4,4,4,5,4,4,4,16-20 inches,Info Not Available,30-45 pounds,Info Not Available,12-14 years,"intelligent,playful,lively",Foundation stock service,Swedish Lapphund,https://www.akc.org/dog-breeds/swedish-lapphund/,40.64,50.8,0.0,0.0,13.607759999999999,20.41164,0.0,0.0,12.0,14.0
5,5,3,4,2,2,Double,Short,3,4,3,4,4,4,3,4,12.5-13.75 inches (male),11.5-12.75 inches (female),20-35 pounds,Info Not Available,12-15 years,"friendly,energetic,watchful",Herding group,Swedish Vallhund,https://www.akc.org/dog-breeds/swedish-vallhund/,31.75,34.925,29.21,32.385,9.07184,15.87572,0.0,0.0,12.0,15.0
5,3,3,3,2,2,Smooth,Short,3,3,5,4,4,5,3,4,17-20 inches,Info Not Available,26-40 pounds,Info Not Available,9-13 years,"loyal,intelligent,versatile",Foundation stock service,Taiwan Dog,https://www.akc.org/dog-breeds/taiwan-dog/,43.18,50.8,0.0,0.0,11.793392,18.14368,0.0,0.0,9.0,13.0
5,5,5,3,1,1,Smooth,Short,1,3,3,5,3,3,3,3,8-14 inches,Info Not Available,8-25 pounds,Info Not Available,14-16 years,"intelligent,playful,versatile",Miscellaneous class,Teddy Roosevelt Terrier,https://www.akc.org/dog-breeds/teddy-roosevelt-terrier/,20.32,35.56,0.0,0.0,3.628736,11.3398,0.0,0.0,14.0,16.0
5,3,3,3,1,1,Smooth,Short,3,4,5,3,4,4,3,4,20-24 inches,Info Not Available,35-75 pounds,Info Not Available,12-13 years,"independent,loyal,agile",Foundation stock service,Thai Ridgeback,https://www.akc.org/dog-breeds/thai-ridgeback/,50.8,60.96,0.0,0.0,15.87572,34.0194,0.0,0.0,12.0,13.0
4,3,3,4,3,3,Double,Medium,1,3,5,3,3,3,3,4,minimum 26 inches (male),minimum 24 inches (female),90-150 pounds (male),70-120 pounds (female),10-12 years,"reserved,independent,intelligent",Working group,Tibetan Mastiff,https://www.akc.org/dog-breeds/tibetan-mastiff/,66.04,66.04,60.96,60.96,40.82328,68.0388,31.75144,54.431039999999996,10.0,12.0
5,5,3,3,2,2,Double,Medium,4,4,4,4,3,3,3,3,10 inches,Info Not Available,9-15 pounds,Info Not Available,12-15 years,"playful,bright,self-confident",Non-sporting group,Tibetan Spaniel,https://www.akc.org/dog-breeds/tibetan-spaniel/,25.4,25.4,0.0,0.0,4.082328,6.8038799999999995,0.0,0.0,12.0,15.0
5,3,3,3,3,2,Double,Long,3,3,4,4,3,4,3,4,14-17 inches,Info Not Available,18-30 pounds (male),slightly smaller (female),15-16 years,"loyal,affectionate,sensitive",Non-sporting group,Tibetan Terrier,https://www.akc.org/dog-breeds/tibetan-terrier/,35.56,43.18,0.0,0.0,8.164656,13.607759999999999,0.0,0.0,15.0,16.0
5,3,1,4,2,3,Double,Medium,3,3,5,3,3,3,3,3,23-28 inches,Info Not Available,62-110 pounds,Info Not Available,12-14 years,"intelligent,friendly,courageous",Foundation stock service,Tornjak,https://www.akc.org/dog-breeds/tornjak/,58.42,71.12,0.0,0.0,28.122704,49.89512,0.0,0.0,12.0,14.0
5,3,1,2,1,3,Smooth Double,Short,1,3,5,3,3,3,3,4,Minimum 21.5-23.5 inches,Info Not Available,100-200 pounds,Info Not Available,10-12 years,"vigilant,fearless,patient",Foundation stock service,Tosa,https://www.akc.org/dog-breeds/tosa/,54.61,59.69,0.0,0.0,45.3592,90.7184,0.0,0.0,10.0,12.0
5,3,3,3,2,1,Smooth,Short,5,4,5,4,5,4,4,4,8.5-11.5 inches,Info Not Available,4 - 9 lbs,Info Not Available,13-15 years,"alert,intelligent,friendly",Toy group,Toy Fox Terrier,https://www.akc.org/dog-breeds/toy-fox-terrier/,21.59,29.21,0.0,0.0,1.814368,4.082328,0.0,0.0,13.0,15.0
5,5,5,3,2,3,Smooth,Short,4,5,5,4,4,5,4,5,22-26 inches,Info Not Available,Minimum 55 pounds,Info Not Available,10-14 years,"good-natured,courageous,determined",Foundation stock service,Transylvanian Hound,https://www.akc.org/dog-breeds/transylvanian-hound/,55.88,66.04,0.0,0.0,24.94756,24.94756,0.0,0.0,10.0,14.0
5,3,5,2,2,3,Smooth,Short,3,3,3,3,3,3,5,4,16-24 inches,Info Not Available,30-50 pounds,Info Not Available,10-12 years,"alert,intelligent,friendly",Foundation stock service,Treeing Tennessee Brindle,https://www.akc.org/dog-breeds/treeing-tennessee-brindle/,40.64,60.96,0.0,0.0,13.607759999999999,22.6796,0.0,0.0,10.0,12.0
5,5,5,3,1,3,Smooth,Short,3,4,3,4,5,5,4,5,22-27 inches (male),20-25 inches (female),50-70 pounds,Info Not Available,12-13 years,"smart,brave,courteous",Hound group,Treeing Walker Coonhound,https://www.akc.org/dog-breeds/treeing-walker-coonhound/,55.88,68.58,50.8,63.5,22.6796,31.75144,0.0,0.0,12.0,13.0
5,5,4,3,2,2,Smooth,Short,4,5,3,5,5,5,3,5,22-24 inches (male),21-23 inches (female),55-60 pounds (male),44-55 pounds (female),12-14 years,"energetic,affectionate,gentle",Sporting group,Vizsla,https://www.akc.org/dog-breeds/vizsla/,55.88,60.96,53.34,58.42,24.94756,27.215519999999998,19.958047999999998,24.94756,12.0,14.0
5,3,3,2,1,1,N A,Long,1,3,3,1,3,3,1,5,10.5-12 inches,Info Not Available,10-16 pounds (males),8-12 pounds (females),12-15 years,"loyal,energetic,loving",Foundation stock service,Volpino Italiano,https://www.akc.org/dog-breeds/volpino-italiano/,26.67,30.48,0.0,0.0,4.53592,7.257472,3.628736,5.443104,12.0,15.0
5,5,3,3,2,2,Smooth,Short,3,5,5,4,5,5,3,5,25-27 inches (male),23-25 inches (female),70-90 pounds (male),55-75 pounds (female),10-13 years,"friendly,fearless,obedient",Sporting group,Weimaraner,https://www.akc.org/dog-breeds/weimaraner/,63.5,68.58,58.42,63.5,31.75144,40.82328,24.94756,34.0194,10.0,13.0
5,5,4,3,2,2,Double,Medium,1,3,3,4,5,4,3,4,18-19 inches (male),17-18 inches (female),40-55 pounds (male),35-50 pounds (female),12-15 years,"reserved,happy,upbeat",Sporting group,Welsh Springer Spaniel,https://www.akc.org/dog-breeds/welsh-springer-spaniel/,45.72,48.26,43.18,45.72,18.14368,24.94756,15.87572,22.6796,12.0,15.0
5,5,3,2,3,2,Wiry Double,Medium,5,4,4,4,4,4,4,4,15 inches (male),porportionally smaller (female),20 pounds (male),proportionally smaller (female),12-15 years,"intelligent,friendly,spirited",Terrier group,Welsh Terrier,https://www.akc.org/dog-breeds/welsh-terrier/,38.1,38.1,0.0,0.0,9.07184,9.07184,0.0,0.0,12.0,15.0
5,5,3,3,3,1,Double,Medium,4,5,5,4,3,4,5,4,11 inches (male),10 inches (female),15-20 pounds,Info Not Available,13-15 years,"loyal,happy,entertaining",Terrier group,West Highland White Terrier,https://www.akc.org/dog-breeds/west-highland-white-terrier/,27.94,27.94,25.4,25.4,6.8038799999999995,9.07184,0.0,0.0,13.0,15.0
0,0,0,0,0,0,Curly,Medium,0,0,0,0,0,0,0,0,23 inches (male),21.5 inches (female),50-75 pounds,Info Not Available,13 years,"loyal,intelligent,good-natured",Foundation stock service,Wetterhoun,https://www.akc.org/dog-breeds/wetterhoun/,58.42,58.42,54.61,54.61,22.6796,34.0194,0.0,0.0,13.0,13.0
5,5,5,2,1,1,Smooth,Short,3,4,3,3,3,4,1,4,19-22 inches (male),18-21 inches (female),25-40 pounds,Info Not Available,12-15 years,"playful,affectionate,calm",Hound group,Whippet,https://www.akc.org/dog-breeds/whippet/,48.26,55.88,45.72,53.34,11.3398,18.14368,0.0,0.0,12.0,15.0
5,5,3,2,3,2,Wiry Double,Medium,5,4,4,4,4,4,4,4,15Â½ inches,Info Not Available,18 pounds (male),15-17 (female),12-15 years,"alert,confident,gregarious",Terrier group,Wire Fox Terrier,https://www.akc.org/dog-breeds/wire-fox-terrier/,38.1,38.1,0.0,0.0,8.164656,8.164656,6.8038799999999995,7.711064,12.0,15.0
5,5,3,3,2,3,Wiry Double,Medium,5,4,3,4,5,5,3,5,22-24 inches (male),20-22 inches (female),50-70 pounds (male),35-50 pounds (female),12-15 years,"friendly,devoted,trainable",Sporting group,Wirehaired Pointing Griffon,https://www.akc.org/dog-breeds/wirehaired-pointing-griffon/,55.88,60.96,50.8,55.88,22.6796,31.75144,15.87572,22.6796,12.0,15.0
5,5,3,3,1,2,Wiry,Short,5,5,3,4,5,5,3,5,23-25 inches (male),21.5-23 inches (female),55-65 pounds (male),45-55 pounds (female),12-14 years,"loyal,gentle,trainable",Sporting group,Wirehaired Vizsla,https://www.akc.org/dog-breeds/wirehaired-vizsla/,58.42,63.5,54.61,58.42,24.94756,29.48348,20.41164,24.94756,12.0,14.0
5,5,3,3,1,2,Smooth,Short,5,5,4,4,5,5,3,5,19-25 inches,Info Not Available,28-60 pounds,Info Not Available,12-15 years,"alert,intelligent,eager",Foundation stock service,Working Kelpie,https://www.akc.org/dog-breeds/working-kelpie/,48.26,63.5,0.0,0.0,12.700576,27.215519999999998,0.0,0.0,12.0,15.0
5,3,3,1,1,1,Hairless Smooth,Short,3,4,3,4,4,4,3,4,10-14 inches (toy),14-18 inches (miniature),10-15 pounds (toy),15-30 pounds (miniature),13-18 years,"alert,loyal,calm",Non-sporting group,Xoloitzcuintli,https://www.akc.org/dog-breeds/xoloitzcuintli/,25.4,35.56,35.56,45.72,4.53592,6.8038799999999995,6.8038799999999995,13.607759999999999,13.0,18.0
5,5,4,4,2,3,Double,Medium,1,4,5,4,3,5,4,5,21-23 inches,Info Not Available,40-55 pounds,Info Not Available,10-12 years,"intelligent,active,affectionate",Foundation stock service,Yakutian Laika,https://www.akc.org/dog-breeds/yakutian-laika/,53.34,58.42,0.0,0.0,18.14368,24.94756,0.0,0.0,10.0,12.0
5,5,3,1,5,1,Silky,Long,5,4,5,5,4,4,4,4,7-8 inches,Info Not Available,7 pounds,Info Not Available,11-15 years,"affectionate,sprightly,tomboyish",Toy group,Yorkshire Terrier,https://www.akc.org/dog-breeds/yorkshire-terrier/,17.78,20.32,0.0,0.0,3.175144,3.175144,0.0,0.0,11.0,15.0
3,3,3,3,2,2,Smooth,Short,3,3,3,3,4,4,2,4,17-20.5 inches,Info Not Available,37-66 pounds,Info Not Available,12-15 years,"loyal,reserved with strangers,versatile",Foundation stock service,Bavarian Mountain Scent Hound,https://www.akc.org/dog-breeds/bavarian-mountain-scent-hound/,43.18,52.07,0.0,0.0,16.782904,29.937072,0.0,0.0,12.0,15.0
0,4,3,1,0,0,Wiry,Medium,0,0,0,0,5,5,5,0,20.5 - 22 inches (males),19 - 21 inches (females),55-60 lbs (males),46-57 lbs (females),12-14 years,"loyal,intelligent,joyful and fun loving",Foundation stock service,Barbado da Terceira,https://www.akc.org/dog-breeds/barbado-da-terceira/,52.07,55.88,48.26,53.34,24.94756,27.215519999999998,20.865232,25.854744,12.0,14.0
